Molecule_Name,Smiles,human_fup,Source,CAS/InChiKey
CHEMBL2047290,CCCC(=Nc1cccc(c1)N(C(=O)c1ccccc1Br)C)O,0.11,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H19BrN2O2/c1-3-7-17(22)20-13-8-6-9-14(12-13)21(2)18(23)15-10-4-5-11-16(15)19/h4-6,8-12H,3,7H2,1-2H3,(H,20,22)"
CHEMBL2047291,OC(=Nc1cccc(c1)N(C(=O)c1ccccc1Br)C)C1CCCC1,0.05,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C20H21BrN2O2/c1-23(20(25)17-11-4-5-12-18(17)21)16-10-6-9-15(13-16)22-19(24)14-7-2-3-8-14/h4-6,9-14H,2-3,7-8H2,1H3,(H,22,24)"
CHEMBL2047293,Brc1ccccc1C(=Nc1cccc(c1)N1CCCS1(=O)=O)O,0.09,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C16H15BrN2O3S/c17-15-8-2-1-7-14(15)16(20)18-12-5-3-6-13(11-12)19-9-4-10-23(19,21)22/h1-3,5-8,11H,4,9-10H2,(H,18,20)"
CHEMBL2047294,CC(=O)N1CCCc2c1cc(cc2)N=C(c1ccccc1Br)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H17BrN2O2/c1-12(22)21-10-4-5-13-8-9-14(11-17(13)21)20-18(23)15-6-2-3-7-16(15)19/h2-3,6-9,11H,4-5,10H2,1H3,(H,20,23)"
CHEMBL2047295,CCS(=O)(=O)N1CCCc2c1cc(cc2)N=C(c1ccccc1Br)O,0.02,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H19BrN2O3S/c1-2-25(23,24)21-11-5-6-13-9-10-14(12-17(13)21)20-18(22)15-7-3-4-8-16(15)19/h3-4,7-10,12H,2,5-6,11H2,1H3,(H,20,22)"
CHEMBL2047296,CCCC(=Nc1cccc(c1)NCc1ccccc1Br)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H19BrN2O/c1-2-6-17(21)20-15-9-5-8-14(11-15)19-12-13-7-3-4-10-16(13)18/h3-5,7-11,19H,2,6,12H2,1H3,(H,20,21)"
CHEMBL2047297,CCCCNc1cccc(c1)N=C(c1ccccc1Br)O,0.03,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H19BrN2O/c1-2-3-11-19-13-7-6-8-14(12-13)20-17(21)15-9-4-5-10-16(15)18/h4-10,12,19H,2-3,11H2,1H3,(H,20,21)"
CHEMBL2047298,CCC(C(=Nc1cccc(c1)N=C(c1ccccc1Br)O)O)(C)C,0.05,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H21BrN2O2/c1-4-19(2,3)18(24)22-14-9-7-8-13(12-14)21-17(23)15-10-5-6-11-16(15)20/h5-12H,4H2,1-3H3,(H,21,23)(H,22,24)"
CHEMBL2047299,CC(CC(=Nc1cccc(c1)N=C(c1ccccc1Br)O)O)C,0.07,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C18H19BrN2O2/c1-12(2)10-17(22)20-13-6-5-7-14(11-13)21-18(23)15-8-3-4-9-16(15)19/h3-9,11-12H,10H2,1-2H3,(H,20,22)(H,21,23)"
CHEMBL2047300,CC(CC(=Nc1cccc(c1)N=C(c1ccccc1C)O)O)C,0.04,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H22N2O2/c1-13(2)11-18(22)20-15-8-6-9-16(12-15)21-19(23)17-10-5-4-7-14(17)3/h4-10,12-13H,11H2,1-3H3,(H,20,22)(H,21,23)"
CHEMBL2047726,OC(=N[C@H]1CC[C@@H]2[C@H]1CN(C2)Cc1cccc(c1)C(F)(F)F)C(C1CCCCC1)C1CCCCC1,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C29H41F3N2O/c30-29(31,32)24-13-7-8-20(16-24)17-34-18-23-14-15-26(25(23)19-34)33-28(35)27(21-9-3-1-4-10-21)22-11-5-2-6-12-22/h7-8,13,16,21-23,25-27H,1-6,9-12,14-15,17-19H2,(H,33,35)/t23-,25+,26-/m0/s1"
CHEMBL2048846,O=C(N(c1scc(n1)C)C)CSc1ccc(nn1)c1ccccc1,0.02,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C17H16N4OS2/c1-12-10-24-17(18-12)21(2)16(22)11-23-15-9-8-14(19-20-15)13-6-4-3-5-7-13/h3-10H,11H2,1-2H3"
CHEMBL2057282,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)Cl)OC(C)C)CCN1CCC(CC1)C(=O)O,0.005,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C27H32ClN3O3S/c1-4-21-18(10-13-31-14-11-19(12-15-31)27(32)33)6-5-7-22(21)25-29-26(35-30-25)20-8-9-24(23(28)16-20)34-17(2)3/h5-9,16-17,19H,4,10-15H2,1-3H3,(H,32,33)"
CHEMBL2057283,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)Cl)OC(C)C)CCN1CC(C1)C(=O)O,0.007,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H28ClN3O3S/c1-4-19-16(10-11-29-13-18(14-29)25(30)31)6-5-7-20(19)23-27-24(33-28-23)17-8-9-22(21(26)12-17)32-15(2)3/h5-9,12,15,18H,4,10-11,13-14H2,1-3H3,(H,30,31)"
CHEMBL2057285,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C#N)CC(C)C)CCN1CCC(CC1)C(=O)O,0.006,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C29H34N4O2S/c1-4-25-20(10-13-33-14-11-21(12-15-33)29(34)35)6-5-7-26(25)27-31-28(36-32-27)23-9-8-22(16-19(2)3)24(17-23)18-30/h5-9,17,19,21H,4,10-16H2,1-3H3,(H,34,35)"
CHEMBL2057286,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C#N)CC(C)C)CCN1CC(C1)C(=O)O,0.007,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C27H30N4O2S/c1-4-23-18(10-11-31-15-22(16-31)27(32)33)6-5-7-24(23)25-29-26(34-30-25)20-9-8-19(12-17(2)3)21(13-20)14-28/h5-9,13,17,22H,4,10-12,15-16H2,1-3H3,(H,32,33)"
CHEMBL2057336,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1ccc(=N)[nH]n1,0.052,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H21N5O2/c1-16-5-6-18(21-11-12-23(25)29-28-21)14-22(16)27-24(30)17-7-9-20(10-8-17)31-15-19-4-2-3-13-26-19/h2-14H,15H2,1H3,(H2,25,29)(H,27,30)"
CHEMBL2057392,COc1ccc(c2c1nc(s2)NC(=O)c1ccncc1)C,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C15H13N3O2S/c1-9-3-4-11(20-2)12-13(9)21-15(17-12)18-14(19)10-5-7-16-8-6-10/h3-8H,1-2H3,(H,17,18,19)"
CHEMBL2057417,OC(=NCc1ccncc1)c1sc2c(c1N)c(C)c(c(n2)C)Cl,0.026,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C16H15ClN4OS/c1-8-11-13(18)14(23-16(11)21-9(2)12(8)17)15(22)20-7-10-3-5-19-6-4-10/h3-6H,7,18H2,1-2H3,(H,20,22)"
CHEMBL2058177,CON=C([C@@H]1[C@@H](c2ccccc2)[C@]2([C@]([C@@H]1O)(O)c1c(O2)cc(cc1OC)OC)c1ccc(cc1)OC)O,0.18,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C28H29NO8/c1-33-18-12-10-17(11-13-18)28-23(16-8-6-5-7-9-16)22(26(31)29-36-4)25(30)27(28,32)24-20(35-3)14-19(34-2)15-21(24)37-28/h5-15,22-23,25,30,32H,1-4H3,(H,29,31)/t22-,23-,25-,27+,28+/m1/s1"
CHEMBL2059516,CCc1c(CCCC(=O)O)cccc1c1nnc(s1)c1ccc(c(c1)C#N)OC(C)C,0.005,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H25N3O3S/c1-4-19-16(8-6-10-22(28)29)7-5-9-20(19)24-27-26-23(31-24)17-11-12-21(30-15(2)3)18(13-17)14-25/h5,7,9,11-13,15H,4,6,8,10H2,1-3H3,(H,28,29)"
CHEMBL2059517,CCc1c(CCCC(=O)O)cccc1c1nsc(n1)c1ccc(c(c1)C#N)OC(C)C,0.002,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H25N3O3S/c1-4-19-16(8-6-10-22(28)29)7-5-9-20(19)23-26-24(31-27-23)17-11-12-21(30-15(2)3)18(13-17)14-25/h5,7,9,11-13,15H,4,6,8,10H2,1-3H3,(H,28,29)"
CHEMBL2059520,CCc1c(CCCC(=O)O)cccc1c1cnc(s1)c1ccc(c(c1)C#N)OC(C)C,0.001,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H26N2O3S/c1-4-20-17(8-6-10-24(28)29)7-5-9-21(20)23-15-27-25(31-23)18-11-12-22(30-16(2)3)19(13-18)14-26/h5,7,9,11-13,15-16H,4,6,8,10H2,1-3H3,(H,28,29)"
CHEMBL2057232,CCc1c(CCCC(=O)O)cccc1c1cnc(nc1)c1ccc(c(c1)C#N)OC(C)C,0.002,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C26H27N3O3/c1-4-22-18(8-6-10-25(30)31)7-5-9-23(22)21-15-28-26(29-16-21)19-11-12-24(32-17(2)3)20(13-19)14-27/h5,7,9,11-13,15-17H,4,6,8,10H2,1-3H3,(H,30,31)"
CHEMBL2059669,CCc1c(CCCC(=O)O)cccc1c1nsc(n1)c1ccc(c(c1)Cl)OC(C)C,0.002,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H25ClN2O3S/c1-4-17-15(8-6-10-21(27)28)7-5-9-18(17)22-25-23(30-26-22)16-11-12-20(19(24)13-16)29-14(2)3/h5,7,9,11-14H,4,6,8,10H2,1-3H3,(H,27,28)"
CHEMBL2059677,CCc1c(CCCC(=O)O)cncc1c1nsc(n1)c1ccc(c(c1)C(F)(F)F)OC(C)C,0.001,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H24F3N3O3S/c1-4-16-15(6-5-7-20(30)31)11-27-12-17(16)21-28-22(33-29-21)14-8-9-19(32-13(2)3)18(10-14)23(24,25)26/h8-13H,4-7H2,1-3H3,(H,30,31)"
CHEMBL2059678,CCc1c(CCCC(=O)O)cncc1c1nsc(n1)c1ccc(c(c1)Cl)OC(C)C,0.002,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C22H24ClN3O3S/c1-4-16-15(6-5-7-20(27)28)11-24-12-17(16)21-25-22(30-26-21)14-8-9-19(18(23)10-14)29-13(2)3/h8-13H,4-7H2,1-3H3,(H,27,28)"
CHEMBL2059679,CCc1c(CCCC(=O)O)cncc1c1nsc(n1)c1ccc(c(c1)C#N)CC(C)C,0.001,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H26N4O2S/c1-4-20-18(6-5-7-22(29)30)13-26-14-21(20)23-27-24(31-28-23)17-9-8-16(10-15(2)3)19(11-17)12-25/h8-9,11,13-15H,4-7,10H2,1-3H3,(H,29,30)"
CHEMBL2059680,CCc1c(CCCC(=O)O)nccc1c1nsc(n1)c1ccc(c(c1)C#N)CC(C)C,0.002,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H26N4O2S/c1-4-19-20(10-11-26-21(19)6-5-7-22(29)30)23-27-24(31-28-23)17-9-8-16(12-15(2)3)18(13-17)14-25/h8-11,13,15H,4-7,12H2,1-3H3,(H,29,30)"
CHEMBL2059681,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C(F)(F)F)OC(C)C)CN(CC(=O)O)C,0.005,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H26F3N3O3S/c1-5-17-16(12-30(4)13-21(31)32)7-6-8-18(17)22-28-23(34-29-22)15-9-10-20(33-14(2)3)19(11-15)24(25,26)27/h6-11,14H,5,12-13H2,1-4H3,(H,31,32)"
CHEMBL2059684,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C(F)(F)F)OC(C)C)CCN(CC(=O)O)C,0.002,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H28F3N3O3S/c1-5-18-16(11-12-31(4)14-22(32)33)7-6-8-19(18)23-29-24(35-30-23)17-9-10-21(34-15(2)3)20(13-17)25(26,27)28/h6-10,13,15H,5,11-12,14H2,1-4H3,(H,32,33)"
CHEMBL2059686,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C(F)(F)F)OC(C)C)CN1CC(C1)C(=O)O,0.003,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H26F3N3O3S/c1-4-18-16(11-31-12-17(13-31)24(32)33)6-5-7-19(18)22-29-23(35-30-22)15-8-9-21(34-14(2)3)20(10-15)25(26,27)28/h5-10,14,17H,4,11-13H2,1-3H3,(H,32,33)"
CHEMBL2059687,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C(F)(F)F)OC(C)C)CCN1CCC(CC1)C(=O)O,0.002,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C28H32F3N3O3S/c1-4-21-18(10-13-34-14-11-19(12-15-34)27(35)36)6-5-7-22(21)25-32-26(38-33-25)20-8-9-24(37-17(2)3)23(16-20)28(29,30)31/h5-9,16-17,19H,4,10-15H2,1-3H3,(H,35,36)"
CHEMBL2059688,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C(F)(F)F)OC(C)C)CCN1CC(C1)C(=O)O,0.003,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C26H28F3N3O3S/c1-4-19-16(10-11-32-13-18(14-32)25(33)34)6-5-7-20(19)23-30-24(36-31-23)17-8-9-22(35-15(2)3)21(12-17)26(27,28)29/h5-9,12,15,18H,4,10-11,13-14H2,1-3H3,(H,33,34)"
CHEMBL2059689,CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)Cl)OC(C)C)CN1CC(C1)C(=O)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H26ClN3O3S/c1-4-18-16(11-28-12-17(13-28)24(29)30)6-5-7-19(18)22-26-23(32-27-22)15-8-9-21(20(25)10-15)31-14(2)3/h5-10,14,17H,4,11-13H2,1-3H3,(H,29,30)"
CHEMBL2059859,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1nc2c([nH]1)cccc2,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C27H22N4O2/c1-18-9-10-20(26-29-23-7-2-3-8-24(23)30-26)16-25(18)31-27(32)19-11-13-22(14-12-19)33-17-21-6-4-5-15-28-21/h2-16H,17H2,1H3,(H,29,30)(H,31,32)"
CHEMBL2059860,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1cnc[nH]1,0.051,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H20N4O2/c1-16-5-6-18(22-13-24-15-26-22)12-21(16)27-23(28)17-7-9-20(10-8-17)29-14-19-4-2-3-11-25-19/h2-13,15H,14H2,1H3,(H,24,26)(H,27,28)"
CHEMBL2059861,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1nccn1C,0.051,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H22N4O2/c1-17-6-7-19(23-26-13-14-28(23)2)15-22(17)27-24(29)18-8-10-21(11-9-18)30-16-20-5-3-4-12-25-20/h3-15H,16H2,1-2H3,(H,27,29)"
CHEMBL2059862,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1ncc(n1C)C,0.022,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H24N4O2/c1-17-7-8-20(24-27-15-18(2)29(24)3)14-23(17)28-25(30)19-9-11-22(12-10-19)31-16-21-6-4-5-13-26-21/h4-15H,16H2,1-3H3,(H,28,30)"
CHEMBL2059865,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1ncc[nH]1,0.056,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H20N4O2/c1-16-5-6-18(22-25-12-13-26-22)14-21(16)27-23(28)17-7-9-20(10-8-17)29-15-19-4-2-3-11-24-19/h2-14H,15H2,1H3,(H,25,26)(H,27,28)"
CHEMBL2059867,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1cnc([nH]1)C,0.032,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H22N4O2/c1-16-6-7-19(23-14-26-17(2)27-23)13-22(16)28-24(29)18-8-10-21(11-9-18)30-15-20-5-3-4-12-25-20/h3-14H,15H2,1-2H3,(H,26,27)(H,28,29)"
CHEMBL2059868,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1[nH]cnc1C,0.063,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H22N4O2/c1-16-6-7-19(23-17(2)26-15-27-23)13-22(16)28-24(29)18-8-10-21(11-9-18)30-14-20-5-3-4-12-25-20/h3-13,15H,14H2,1-2H3,(H,26,27)(H,28,29)"
CHEMBL2059869,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1cn(c(n1)C)C,0.056,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H24N4O2/c1-17-7-8-20(24-15-29(3)18(2)27-24)14-23(17)28-25(30)19-9-11-22(12-10-19)31-16-21-6-4-5-13-26-21/h4-15H,16H2,1-3H3,(H,28,30)"
CHEMBL2059871,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1[nH]nc(c1)C(F)(F)F,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H19F3N4O2/c1-15-5-6-17(21-13-22(31-30-21)24(25,26)27)12-20(15)29-23(32)16-7-9-19(10-8-16)33-14-18-4-2-3-11-28-18/h2-13H,14H2,1H3,(H,29,32)(H,30,31)"
CHEMBL2059872,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1ncc(s1)CN1CCOCC1,0.033,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C28H28N4O3S/c1-20-5-6-22(28-30-17-25(36-28)18-32-12-14-34-15-13-32)16-26(20)31-27(33)21-7-9-24(10-8-21)35-19-23-4-2-3-11-29-23/h2-11,16-17H,12-15,18-19H2,1H3,(H,31,33)"
CHEMBL2059874,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1cccnc1,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H21N3O2/c1-18-7-8-20(21-5-4-13-26-16-21)15-24(18)28-25(29)19-9-11-23(12-10-19)30-17-22-6-2-3-14-27-22/h2-16H,17H2,1H3,(H,28,29)"
CHEMBL2059875,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1ccccn1,0.011,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H21N3O2/c1-18-8-9-20(23-7-3-5-15-27-23)16-24(18)28-25(29)19-10-12-22(13-11-19)30-17-21-6-2-4-14-26-21/h2-16H,17H2,1H3,(H,28,29)"
CHEMBL2059876,O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1ccncc1,0.018,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C25H21N3O2/c1-18-5-6-21(19-11-14-26-15-12-19)16-24(18)28-25(29)20-7-9-23(10-8-20)30-17-22-4-2-3-13-27-22/h2-16H,17H2,1H3,(H,28,29)"
CHEMBL2062571,N#Cc1cnn2c1nc(cc2NC1COC1)n1ccc2c1cc(cc2)N=C(O)C,0.124,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C20H17N7O2/c1-12(28)23-15-3-2-13-4-5-26(17(13)6-15)18-7-19(24-16-10-29-11-16)27-20(25-18)14(8-21)9-22-27/h2-7,9,16,24H,10-11H2,1H3,(H,23,28)"
CHEMBL2062572,OCCCCNc1cc(nc2n1ncc2C#N)n1ccc2c1cc(cc2)N=C(O)C,0.041,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H21N7O2/c1-14(30)25-17-5-4-15-6-8-27(18(15)10-17)20-11-19(23-7-2-3-9-29)28-21(26-20)16(12-22)13-24-28/h4-6,8,10-11,13,23,29H,2-3,7,9H2,1H3,(H,25,30)"
CHEMBL2062573,N#Cc1cnn2c1nc(cc2NCCN1CCOCC1)n1ccc2c1cc(cc2)N=C(O)C,0.11,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H24N8O2/c1-16(32)27-19-3-2-17-4-6-30(20(17)12-19)22-13-21(25-5-7-29-8-10-33-11-9-29)31-23(28-22)18(14-24)15-26-31/h2-4,6,12-13,15,25H,5,7-11H2,1H3,(H,27,32)"
CHEMBL2062574,N#Cc1cnn2c1nc(cc2NCCN1CCCC1)n1ccc2c1cc(cc2)N=C(O)C,0.056,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C23H24N8O/c1-16(32)27-19-5-4-17-6-10-30(20(17)12-19)22-13-21(25-7-11-29-8-2-3-9-29)31-23(28-22)18(14-24)15-26-31/h4-6,10,12-13,15,25H,2-3,7-9,11H2,1H3,(H,27,32)"
CHEMBL2062575,N#Cc1cnn2c1nc(cc2NCCCN(C)C)n1ccc2c1cc(cc2)N=C(O)C,0.1,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C22H24N8O/c1-15(31)26-18-6-5-16-7-10-29(19(16)11-18)21-12-20(24-8-4-9-28(2)3)30-22(27-21)17(13-23)14-25-30/h5-7,10-12,14,24H,4,8-9H2,1-3H3,(H,26,31)"
CHEMBL2062576,N#Cc1cnn2c1nc(cc2NCCCN1CCCC1)n1ccc2c1cc(cc2)N=C(O)C,0.067,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C24H26N8O/c1-17(33)28-20-6-5-18-7-12-31(21(18)13-20)23-14-22(26-8-4-11-30-9-2-3-10-30)32-24(29-23)19(15-25)16-27-32/h5-7,12-14,16,26H,2-4,8-11H2,1H3,(H,28,33)"
CHEMBL2062578,OCc1ccc2c(c1)n(cc2)c1cc(NC2CC2)n2c(n1)c(C#N)cn2,0.019,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H16N6O/c20-9-14-10-21-25-18(22-15-3-4-15)8-17(23-19(14)25)24-6-5-13-2-1-12(11-26)7-16(13)24/h1-2,5-8,10,15,22,26H,3-4,11H2"
CHEMBL2062579,N#Cc1cnn2c1nc(cc2NC1CC1)n1ccc2c1cc(cc2)CS(=O)(=O)C,0.018,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C20H18N6O2S/c1-29(27,28)12-13-2-3-14-6-7-25(17(14)8-13)18-9-19(23-16-4-5-16)26-20(24-18)15(10-21)11-22-26/h2-3,6-9,11,16,23H,4-5,12H2,1H3"
CHEMBL2064305,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n2ccc3c2ccc(c3)N(=O)=O)[C@H]([C@H]([C@@H]1O)O)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C20H19ClN2O8/c21-13-8-11(22-6-5-10-7-12(23(28)29)1-3-14(10)22)2-4-15(13)30-20-19(27)18(26)17(25)16(9-24)31-20/h1-8,16-20,24-27H,9H2/t16-,17-,18+,19+,20+/m1/s1"
CHEMBL2064306,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n2ccc3c2ccc(c3)OC)[C@H]([C@H]([C@@H]1O)O)O,0.04,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H22ClNO7/c1-28-13-3-4-15-11(8-13)6-7-23(15)12-2-5-16(14(22)9-12)29-21-20(27)19(26)18(25)17(10-24)30-21/h2-9,17-21,24-27H,10H2,1H3/t17-,18-,19+,20+,21+/m1/s1"
CHEMBL2064308,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n2ccc3c2ccc(c3)C(F)(F)F)[C@H]([C@H]([C@@H]1O)O)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H19ClF3NO6/c22-13-8-12(26-6-5-10-7-11(21(23,24)25)1-3-14(10)26)2-4-15(13)31-20-19(30)18(29)17(28)16(9-27)32-20/h1-8,16-20,27-30H,9H2/t16-,17-,18+,19+,20+/m1/s1"
CHEMBL2064315,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n2ccc3c2ccc(c3)N=C(c2ccc(cc2)Cl)O)[C@H]([C@H]([C@@H]1O)O)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C27H24Cl2N2O7/c28-16-3-1-14(2-4-16)26(36)30-17-5-7-20-15(11-17)9-10-31(20)18-6-8-21(19(29)12-18)37-27-25(35)24(34)23(33)22(13-32)38-27/h1-12,22-25,27,32-35H,13H2,(H,30,36)/t22-,23-,24+,25+,27+/m1/s1"
CHEMBL2064316,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n2ccc3c2ccc(c3)NS(=O)(=O)C)[C@H]([C@H]([C@@H]1O)O)O,0.06,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C21H23ClN2O8S/c1-33(29,30)23-12-2-4-15-11(8-12)6-7-24(15)13-3-5-16(14(22)9-13)31-21-20(28)19(27)18(26)17(10-25)32-21/h2-9,17-21,23,25-28H,10H2,1H3/t17-,18-,19+,20+,21+/m1/s1"
CHEMBL2064317,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n2ccc3c2ncc(c3)Cl)[C@H]([C@H]([C@@H]1O)O)O,0.04,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H18Cl2N2O6/c20-10-5-9-3-4-23(18(9)22-7-10)11-1-2-13(12(21)6-11)28-19-17(27)16(26)15(25)14(8-24)29-19/h1-7,14-17,19,24-27H,8H2/t14-,15-,16+,17+,19+/m1/s1"
CHEMBL2064318,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n2ccc3c2ncc(c3)C#N)[C@H]([C@H]([C@@H]1O)O)O,0.05,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C20H18ClN3O6/c21-13-6-12(24-4-3-11-5-10(7-22)8-23-19(11)24)1-2-14(13)29-20-18(28)17(27)16(26)15(9-25)30-20/h1-6,8,15-18,20,25-28H,9H2/t15-,16-,17+,18+,20+/m1/s1"
CHEMBL2064321,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)N2CCc3c2ccc(c3)N(=O)=O)[C@H]([C@H]([C@@H]1O)O)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C20H21ClN2O8/c21-13-8-11(22-6-5-10-7-12(23(28)29)1-3-14(10)22)2-4-15(13)30-20-19(27)18(26)17(25)16(9-24)31-20/h1-4,7-8,16-20,24-27H,5-6,9H2/t16-,17-,18+,19+,20+/m1/s1"
CHEMBL2064322,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)N2CCc3c2cccc3)[C@H]([C@H]([C@@H]1O)O)O,0.01,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C20H22ClNO6/c21-13-9-12(22-8-7-11-3-1-2-4-14(11)22)5-6-15(13)27-20-19(26)18(25)17(24)16(10-23)28-20/h1-6,9,16-20,23-26H,7-8,10H2/t16-,17-,18+,19+,20+/m1/s1"
CHEMBL2064325,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)c2cnc3c(c2)ncn3C)[C@H]([C@H]([C@@H]1O)O)O,0.7,10.1021/acs.molpharmaceut.8b00785,"InChI=1S/C19H20ClN3O6/c1-23-8-22-12-5-10(6-21-18(12)23)9-2-3-13(11(20)4-9)28-19-17(27)16(26)15(25)14(7-24)29-19/h2-6,8,14-17,19,24-27H,7H2,1H3/t14-,15-,16+,17+,19+/m1/s1"
