Molecule_Name,Smiles,rat_CL_mL_min_kg,Source
CHEMBL5196403,Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)cc(=O)n1-c1cccc(Cl)c1Cl,5.8,CHEMBL 35
CHEMBL5397476,CC(C)C[C@@H](O)C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,19.3,CHEMBL 35
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,52,CHEMBL 35
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,34,CHEMBL 35
CHEMBL136322,CC1(C)OC(=O)Nc2ccc(-c3cc(F)cc(C#N)c3)cc21,3.667,CHEMBL 35
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],4.5,CHEMBL 35
CHEMBL4778542,C[C@@H](N1CN([C@@H]2c3ccccc3SCc3cccc(F)c32)n2ccc(=O)c(O)c2C1=O)C(F)(F)F,18,CHEMBL 35
CHEMBL265325,NC1(C(=O)O)CC1,3.2,CHEMBL 35
CHEMBL1231530,O=C(O)CCNC(=O)c1ccccc1,17,CHEMBL 35
CHEMBL188400,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1,11,CHEMBL 35
CHEMBL5080871,C[C@@H]1CN(C(=O)[C@H](C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CCN1,39,CHEMBL 35
CHEMBL6466,O=c1ccc2ccccc2o1,20,CHEMBL 35
CHEMBL4449727,O=C1CN(c2cn[nH]c(=O)c2Cl)CCN1Cc1ccc(F)cc1C(F)(F)F,27,CHEMBL 35
CHEMBL4762987,CCCCCC[C@H]1OC(=O)[C@@H](C)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CN)NC(=O)[C@H](C2CCCCC2)NC(=O)[C@H](CCC)N(C)C(=O)[C@@H]1C,148,CHEMBL 35
CHEMBL4779049,CCCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C2CCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H](C)CN1CCCC,53,CHEMBL 35
CHEMBL4759326,CCC[C@H]1C(=O)N[C@@H](C2CCCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H](CO[C@H]2C[C@H](N)C2)C(=O)N[C@H](C)CO[C@H](CC2C[C@H]3CC[C@@H](C2)C3)[C@@H](C)C(=O)N1C,15,CHEMBL 35
CHEMBL4750640,CCCCCCN1CCNC(=O)[C@H](CO[C@H]2C[C@H](N)C2)NC(=O)[C@H](CN)NC(=O)[C@H](C2CCCCC2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]1C,8.7,CHEMBL 35
CHEMBL4757530,CC(CN(C)C)N1CN(C2c3ccccc3CSc3ccccc32)n2ccc(=O)c(O)c2C1=O,98.7,CHEMBL 35
CHEMBL4762798,[2H]C([2H])([2H])C([2H])(N1CN(C2c3ccccc3CSc3ccccc32)n2ccc(=O)c(O)c2C1=O)C([2H])([2H])[2H],39.1,CHEMBL 35
CHEMBL4172540,C[C@@H](COc1ccn(-c2ccc(F)cc2)c(=O)c1)Oc1ccccc1,76.3,CHEMBL 35
CHEMBL266510,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,29.9,CHEMBL 35
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,185,CHEMBL 35
CHEMBL474579,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,13,CHEMBL 35
CHEMBL364222,CCc1cnc(Nc2ccc3oc(CCN4CCC[C@H]4C)cc3c2)nc1,47,CHEMBL 35
CHEMBL4548492,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CCOCC3)cc21,68.33,CHEMBL 35
CHEMBL351231,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,24.17,CHEMBL 35
CHEMBL132589,O=C([O-])COc1cccc(C[C@@H]2CCCC=C2c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1.[Na+],1.77,CHEMBL 35
CHEMBL5430747,CC(C)C[C@H](NC(=O)C(=O)NC12CC(F)(C1)C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,11.1,CHEMBL 35
CHEMBL5405484,CN1C(=O)[C@](O)(C#Cc2cccc(-n3nc(C(N)=O)c4cccnc43)c2)[C@H]2C[C@H]21,42,CHEMBL 35
CHEMBL1101,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,68,CHEMBL 35
CHEMBL3965189,O=C(NC1CCOC1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,33,CHEMBL 35
CHEMBL3970885,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@@H](F)C1,7.167,CHEMBL 35
CHEMBL517,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,34,CHEMBL 35
CHEMBL159,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,25,CHEMBL 35
CHEMBL141,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,72,CHEMBL 35
CHEMBL1311,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,2.5,CHEMBL 35
CHEMBL504802,O=C(O)C[C@H](NC(=O)CP(=O)(O)O)C(=O)O,53,CHEMBL 35
CHEMBL195789,CC(C)(C)c1ccc(/C=C/C(=O)Nc2ccc3c(c2)OCCO3)cc1,73.33,CHEMBL 35
CHEMBL4446255,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(Br)cc1,36,CHEMBL 35
CHEMBL1484,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,115,CHEMBL 35
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,82.3,CHEMBL 35
CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,84.7,CHEMBL 35
CHEMBL779,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,5.167,CHEMBL 35
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,34,CHEMBL 35
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,46,CHEMBL 35
CHEMBL14638,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,14.83,CHEMBL 35
CHEMBL15177,CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,37,CHEMBL 35
CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,64,CHEMBL 35
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,109,CHEMBL 35
CHEMBL4459205,Cc1noc2c(F)cc(Nc3n[nH]c4cccnc34)cc12,81.1,CHEMBL 35
CHEMBL4777574,O=C(Nc1noc2ccccc12)N1C[C@H]2CN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C[C@H]2C1,25.17,CHEMBL 35
CHEMBL4635048,CNC(=O)c1cc(C(=O)NCCC[C@H]2OC[C@H](N)CO2)cc2c1O[C@H](CF)[C@H]2c1ccccc1,73,CHEMBL 35
CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,122,CHEMBL 35
CHEMBL5205410,CNCc1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,22,CHEMBL 35
CHEMBL1512,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,8.8,CHEMBL 35
CHEMBL4528928,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cn(C)nc3C)cc2)n[nH]1,6,CHEMBL 35
CHEMBL4450838,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cn(C)nc3C(N)=O)cc2)[nH]n1,5.5,CHEMBL 35
CHEMBL3,CN1CCC[C@H]1c1cccnc1,66,CHEMBL 35
CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,4.8,CHEMBL 35
CHEMBL13878,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,42,CHEMBL 35
CHEMBL3960231,O=C(O)CC[C@H]1CCc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2O1,9.5,CHEMBL 35
CHEMBL494,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,32,CHEMBL 35
CHEMBL88,O=P1(N(CCCl)CCCl)NCCCO1,12,CHEMBL 35
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,26.3,CHEMBL 35
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.41,CHEMBL 35
CHEMBL1201204,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,9.5,CHEMBL 35
CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,73,CHEMBL 35
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,86.2,CHEMBL 35
CHEMBL4463314,Cn1cc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)c(C(F)(F)F)n1,6.8,CHEMBL 35
CHEMBL4638120,COc1cncc2c1[C@]1(O)[C@H](O)[C@H](C(=O)N(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,18,CHEMBL 35
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,43,CHEMBL 35
CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,66,CHEMBL 35
CHEMBL19019,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,80,CHEMBL 35
CHEMBL4555750,C[C@H](CC[C@@H](O)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,31.67,CHEMBL 35
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.36,CHEMBL 35
CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,73,CHEMBL 35
CHEMBL360348,CCCC(CCC)N1CC2CCN(c3ccc(C(F)(F)F)cc3C(F)(F)F)c3nc(C)nc1c32,15,CHEMBL 35
CHEMBL5194584,O=C(NNc1c(Br)cccc1Br)c1ccc(N2CCOCC2)cc1,33.78,CHEMBL 35
CHEMBL236995,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3ccnn3)ncc(F)c12,1.6,CHEMBL 35
CHEMBL5081973,C[C@@H](C(=O)N1CCNC(C)(C)C1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,39,CHEMBL 35
CHEMBL185054,Cc1c(OCCCCOc2ccc(-c3nn[nH]n3)cc2)ccc(C(=O)CC(C)C)c1O,15,CHEMBL 35
CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,45,CHEMBL 35
CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,47,CHEMBL 35
CHEMBL634,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,50,CHEMBL 35
CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,62,CHEMBL 35
CHEMBL1201195,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,40,CHEMBL 35
CHEMBL267345,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,2,CHEMBL 35
CHEMBL428,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,14,CHEMBL 35
CHEMBL234367,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccn[nH]1,0.11,CHEMBL 35
CHEMBL4632904,COc1cncc2c1[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,39,CHEMBL 35
CHEMBL4645423,COc1nc(C#N)cc2c1[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,26,CHEMBL 35
CHEMBL4639701,Cc1cc(-c2ccc(N3CCC(c4nc(C(C)C)no4)CC3)nc2)c(C#N)cc1C#N,13.4,CHEMBL 35
CHEMBL196779,O=C(O)COc1cccc2c1CC[C@](O)(COC(=O)N(c1ccccc1)c1ccccc1)C2,37.95,CHEMBL 35
CHEMBL4209095,CN1CC[C@@](O)(C#Cc2cccc(-n3nc(C(N)=O)c4cccnc43)c2)C1=O,59,CHEMBL 35
CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,7.4,CHEMBL 35
CHEMBL3639788,O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,14,CHEMBL 35
CHEMBL3916717,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,3,CHEMBL 35
CHEMBL4469711,O=C(Cc1ccccc1)Nc1nnc(N[C@@H]2CCN(c3cccnn3)C2)s1,50,CHEMBL 35
CHEMBL3962762,CC(=O)c1ccc(Oc2ccc3nc(C(=O)N4CCNCC4)ccc3c2)cc1,6.667,CHEMBL 35
CHEMBL635,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,163,CHEMBL 35
CHEMBL940,NCC1(CC(=O)O)CCCCC1,9.5,CHEMBL 35
CHEMBL113,Cn1c(=O)c2c(ncn2C)n(C)c1=O,13,CHEMBL 35
CHEMBL194636,Cc1cc(C#N)cc(-n2nnc(-c3ccccn3)n2)c1,50,CHEMBL 35
CHEMBL187523,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3cc4ccccc4o3)cc2)cc1)C(=O)O,2,CHEMBL 35
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,14.7,CHEMBL 35
CHEMBL5172456,NCc1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,32,CHEMBL 35
CHEMBL5095218,C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,19,CHEMBL 35
CHEMBL3957193,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCNCC1,10.33,CHEMBL 35
CHEMBL1829173,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,1,CHEMBL 35
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,92,CHEMBL 35
CHEMBL4638471,COc1ncc2cc1NS(=O)(=O)CCN(C)Cc1ccc3c(c1)N2CCO3,12.3,CHEMBL 35
CHEMBL4573635,C[C@H](C(=O)Nc1nnc(N[C@@H]2CCN(c3cccnn3)C2)s1)c1ccccc1,55,CHEMBL 35
CHEMBL3960534,O=C(c1ccc2cc(Oc3cc(C(F)(F)F)ccn3)ccc2n1)N1CCNCC1,115,CHEMBL 35
CHEMBL171804,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,98.33,CHEMBL 35
CHEMBL3910270,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@H](F)C1,12.83,CHEMBL 35
CHEMBL3891495,O=C(c1ccc2cc(Oc3cccc(C(F)(F)F)n3)ccc2n1)N1CCNCC1,83.33,CHEMBL 35
CHEMBL3896584,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCCC1,15.17,CHEMBL 35
CHEMBL3929432,O=C(N[C@H]1C[C@@H](O)C1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,60.33,CHEMBL 35
CHEMBL3946117,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCNC(C(F)(F)F)C1,40.5,CHEMBL 35
CHEMBL3947741,CS(=O)(=O)C1CN(C(=O)c2ccc3cc(Oc4ccc(C(F)(F)F)cn4)ccc3n2)C1,2.667,CHEMBL 35
CHEMBL3935612,O=C(c1ccc2cc(Oc3ccc(F)cn3)ccc2n1)N1CCNCC1,48.33,CHEMBL 35
CHEMBL3903851,CN1CCN(C(=O)c2ccc3cc(Oc4ccccn4)ccc3n2)CC1,70,CHEMBL 35
CHEMBL3893530,O=C(c1ccc2cc(Oc3ccc(C(F)F)cn3)ccc2n1)N1CCNCC1,16.5,CHEMBL 35
CHEMBL4437106,CO[C@H](C(=O)Nc1nnc(N[C@@H]2CCN(c3cccnn3)C2)s1)c1ccccc1,35,CHEMBL 35
CHEMBL169046,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,41.67,CHEMBL 35
CHEMBL3939162,CS(=O)(=O)CCNC(=O)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,1.5,CHEMBL 35
CHEMBL3924034,O=C(c1ccc2cc(Oc3ccc(OC(F)(F)F)cn3)ccc2n1)N1CCNCC1,125.83,CHEMBL 35
5-Fluorouracil,FC=1C(=O)NC(=O)NC=1,33,10.1021/acs.jcim.2c00318
7-Hydroxystaurosporine,O(C)[C@@H]1[C@H](NC)C[C@H]2O[C@]1(C)n1c3c4n2c2c(c4c4C(=O)N[C@H](O)c4c3c3c1cccc3)cccc2,65,10.1021/acs.jcim.2c00318
9-Aminocamptothecin,O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(c(N)ccc5)cc4C3)=C2)CO1,150,10.1021/acs.jcim.2c00318
Abacavir,OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1,30,10.1021/acs.jcim.2c00318
Acecainide,O=C(Nc1ccc(C(=O)NCCN(CC)CC)cc1)C,28,10.1021/acs.jcim.2c00318
Acetaminophen,O=C(Nc1ccc(O)cc1)C,15,10.1021/acs.jcim.2c00318
Acetazolamide,S(=O)(=O)(N)c1sc(NC(=O)C)nn1,68,10.1021/acs.jcim.2c00318
Acetylsalicylic Acid,O=C(Oc1c(C(=O)O)cccc1)C,87,10.1021/acs.jcim.2c00318
Acivicin,ClC1=NO[C@H]([C@H](N)C(=O)O)C1,6.4,10.1021/acs.jcim.2c00318
Actisomide,O=C1[C@](CCN(C(C)C)C(C)C)(c2ccccc2)[C@@H]2N(C(C)=N1)CCCC2,48,10.1021/acs.jcim.2c00318
Acyclovir,O(CCO)Cn1c2NC(N)=NC(=O)c2nc1,6.7,10.1021/acs.jcim.2c00318
Adefovir,P(=O)(O)(O)COCCn1c2ncnc(N)c2nc1,22,10.1021/acs.jcim.2c00318
Albuterol,OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,97,10.1021/acs.jcim.2c00318
Alfentanil,O=C(N(c1ccccc1)C1(COC)CCN(CCN2C(=O)N(CC)N=N2)CC1)CC,29,10.1021/acs.jcim.2c00318
Almotriptan,S(=O)(=O)(Cc1cc2c(CCN(C)C)c[nH]c2cc1)N1CCCC1,55.8,10.1021/acs.jcim.2c00318
Alprazolam,Clc1cc2C(c3ccccc3)=NCc3n(c(C)nn3)-c2cc1,133,10.1021/acs.jcim.2c00318
Amantadine,NC12CC3CC(C1)CC(C2)C3,19,10.1021/acs.jcim.2c00318
Amifloxacin,Fc1c(N2CCN(C)CC2)cc2N(NC)C=C(C(=O)O)C(=O)c2c1,12,10.1021/acs.jcim.2c00318
Amikacin,O=C(N[C@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@@H](N)C1)[C@@H](O)CCN,5.4,10.1021/acs.jcim.2c00318
Aminocyclopropanecarboxylic Acid,O=C(O)C1(N)CC1,3.2,10.1021/acs.jcim.2c00318
Amiodarone,Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c(CCCC)oc3c2cccc3)c1,25,10.1021/acs.jcim.2c00318
Amitriptyline,N(CCC=C1c2c(cccc2)CCc2c1cccc2)(C)C,71,10.1021/acs.jcim.2c00318
Amlodipine,Clc1c(C2C(C(=O)OCC)=C(COCCN)NC(C)=C2C(=O)OC)cccc1,122,10.1021/acs.jcim.2c00318
Amoxicillin,O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](N)c1ccc(O)cc1,17,10.1021/acs.jcim.2c00318
Amphotericin B,O=C(O)[C@@H]1[C@@H](O)C[C@]2(O)O[C@H]1C[C@@H](O[C@H]1[C@@H](O)[C@@H](N)[C@H](O)[C@@H](C)O1)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C2,1.9,10.1021/acs.jcim.2c00318
Ampicillin,O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@H](N)c1ccccc1,19,10.1021/acs.jcim.2c00318
Amsacrine,S(=O)(=O)(Nc1cc(OC)c(Nc2c3c(nc4c2cccc4)cccc3)cc1)C,83,10.1021/acs.jcim.2c00318
Amsalog,S(=O)(=O)(Nc1cc(OC)c(Nc2c3c(c(C(=O)NC)ccc3)nc3c(C)cccc23)cc1)C,66,10.1021/acs.jcim.2c00318
Antipyrine,O=C1N(N(C)C(C)=C1)c1ccccc1,9.1,10.1021/acs.jcim.2c00318
Aprepitant,FC(F)(F)c1cc([C@H](O[C@@H]2[C@@H](N(CC3=NC(=O)NN3)CCO2)c2ccc(F)cc2)C)cc(C(F)(F)F)c1,18,10.1021/acs.jcim.2c00318
Artesute,O=C(O[C@H]1[C@H](C)[C@H]2[C@@]34OO[C@@](C)(O[C@H]3O1)CC[C@H]4[C@H](C)CC2)CCC(=O)O,212,10.1021/acs.jcim.2c00318
Atenolol,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,69,10.1021/acs.jcim.2c00318
Atomoxetine,O([C@H](CCNC)c1ccccc1)c1c(C)cccc1,36,10.1021/acs.jcim.2c00318
Atropine,O=C(OC1C[C@@H]2N(C)[C@H](C1)CC2)C(CO)c1ccccc1,53,10.1021/acs.jcim.2c00318
Azelastine,Clc1ccc(CC2=NN(C(=O)c3c2cccc3)C2CCN(C)CCC2)cc1,58,10.1021/acs.jcim.2c00318
Azithromycin,O([C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@]1(O)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,34,10.1021/acs.jcim.2c00318
Aztreom,S(=O)(=O)(O)N1[C@@H](C)[C@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2nc(N)sc2)C1=O,15,10.1021/acs.jcim.2c00318
Betamethasone,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,5,10.1021/acs.jcim.2c00318
Betamipron,O=C(O)CCNC(=O)c1ccccc1,17,10.1021/acs.jcim.2c00318
Betaxolol,O(CCc1ccc(OCC(O)CNC(C)C)cc1)CC1CC1,154,10.1021/acs.jcim.2c00318
Biapenem,S(C=1[C@H](C)[C@@H]2[C@@H]([C@H](O)C)C(=O)N2C=1C(=O)[O-])C1C[n+]2n(cnc2)C1,13,10.1021/acs.jcim.2c00318
Bilobalide,O=C1[C@H](O)[C@]23[C@](O)(C(C)(C)C)C[C@@H]4OC(=O)C[C@]24C(=O)O[C@@H]3O1,140,10.1021/acs.jcim.2c00318
Biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1C2C=CC(C1)C2,68,10.1021/acs.jcim.2c00318
Bisoprolol,O(C(C)C)CCOCc1ccc(OCC(O)CNC(C)C)cc1,13,10.1021/acs.jcim.2c00318
Brotizolam,Brc1sc2-n3c(C)nnc3CN=C(c3c(Cl)cccc3)c2c1,23,10.1021/acs.jcim.2c00318
Budesonide,O=C(CO)[C@]12[C@]3(C)[C@H]([C@H]4[C@H]([C@@H](O)C3)[C@]3(C)C(=CC(=O)C=C3)CC4)C[C@H]1OC(CCC)O2,72,10.1021/acs.jcim.2c00318
Bupivacaine,O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,76,10.1021/acs.jcim.2c00318
Buprenorphine,O(C)[C@]12[C@@H]([C@](O)(C(C)(C)C)C)C[C@@]3([C@@H]4N(CC5CC5)CC[C@@]53[C@H]1Oc1c(O)ccc(c51)C4)CC2,0.05,10.1021/acs.jcim.2c00318
Busulphan,S(=O)(=O)(OCCCCOS(=O)(=O)C)C,5,10.1021/acs.jcim.2c00318
