Molecule_Name,Smiles,rat_fup,Source
CHEMBL4750440,O=C(c1ccccc1-c1ncccn1)N1[C@@H]2CC[C@H]1[C@H](Nc1cnc(C(F)(F)F)cn1)C2,0.214,CHEMBL 35
CHEMBL4753511,CC(C)n1nc2c(c1-c1ccc(F)cc1)CCNCC2,0.2,CHEMBL 35
CHEMBL4791768,CCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.0023,CHEMBL 35
CHEMBL4743536,CCCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.0064,CHEMBL 35
CHEMBL4551282,COc1ccccc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,0.108,CHEMBL 35
CHEMBL4470285,O=C1Nc2cccc(n2)-c2nncn2CCCOc2ccccc21,0.54,CHEMBL 35
CHEMBL4537756,C[C@@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,0.048,CHEMBL 35
CHEMBL3895778,Fc1ccc2[nH]cc(CN3CCC(F)(F)[C@@H](CCc4ccccc4)C3)c2c1,0.001,CHEMBL 35
CHEMBL3936444,COc1nn2cc(-c3ccc(OC(F)(F)F)cc3)nc2s1,0.006,CHEMBL 35
CHEMBL4240041,Cn1cc(-c2ccc(Cc3cc(C(=O)N[C@@H]4CCCC[C@H]4O)nc4c3ccn4C)cn2)cn1,0.06,CHEMBL 35
CHEMBL3893594,COc1ccc(NC(=O)C2=C(c3ccc(C)cc3)C[C@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)NC2=O)cc1,0.024,CHEMBL 35
CHEMBL3989970,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,0.22,CHEMBL 35
CHEMBL4280731,[2H]C([2H])([2H])Oc1ccc(-c2c(-c3ccnc(NC(C)=O)c3)[nH]c3cccnc23)nc1,0.25,CHEMBL 35
CHEMBL4451520,C[C@H](COc1ccccc1)Oc1ccn(-c2cccc(Cl)c2)c(=O)c1,0.045,CHEMBL 35
CHEMBL4281335,C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4C[C@@H](C)O[C@@H](C)C4)cc3)n2)C1,0.031,CHEMBL 35
CHEMBL4521512,COc1ccccc1N1C[C@@]2(CCC[C@](C)(Cn3cnc4ccc(C#N)cc43)C2)OC1=O,0.036,CHEMBL 35
CHEMBL4748041,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(NCC5(N)CC5)c(C)n4)n3)cc12,0.056,CHEMBL 35
CHEMBL4761695,[2H]C([2H])([2H])Oc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,0.01,CHEMBL 35
CHEMBL4516136,Nc1c(C(=O)c2ccncc2)sc2nc(O)c3c(c12)CCCC3,0.005,CHEMBL 35
CHEMBL4557930,COc1ccc(-c2c(CO)n(Cc3ccccc3Cl)c3ccc(OC(F)(F)F)cc23)cn1,0.04,CHEMBL 35
CHEMBL4453736,O=c1cc2n(cc1O)CCN(Cc1ccccc1Cl)C2,0.275,CHEMBL 35
CHEMBL4445506,Cc1nnc2ccc(C(=O)NC3CN(c4ncc(F)cc4Cl)C3)cc2c1C,0.015,CHEMBL 35
CHEMBL4453435,COc1nnc2ccc(N3CCC(c4ccc(N5CC(CN6CCN(C)C(=O)[C@H]6C)C5)cc4)CC3)nn12,0.05,CHEMBL 35
CHEMBL4436390,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@](C)(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(F)F,0.0076,CHEMBL 35
CHEMBL5199558,Cc1ccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)cn12,0.13,CHEMBL 35
CHEMBL1349403,CCOC(=O)c1cnc2c(OC)cccc2c1N1CCN(c2ccccc2OC)CC1,0.016,CHEMBL 35
CHEMBL3963788,Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)F)cc3)c(N)c2c1C,0.066,CHEMBL 35
CHEMBL4228859,Cc1cccc(C)c1C(=O)N[C@H](c1ccccc1)C12CCC(CC1)CN2C,0.14,CHEMBL 35
CHEMBL4878302,CC(C)CCn1c(CN2C(=O)C3(CC3)c3ccc(F)cc32)nc2cc(CN)ccc21,0.333,CHEMBL 35
CHEMBL4780225,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4C[C@H](O)[C@@H](O)C4)cc3)ccc21)N(O)C=O,0.06,CHEMBL 35
CHEMBL4632855,Cn1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc21,0.024,CHEMBL 35
CHEMBL4640438,O=C(N[C@H]1CN(S(=O)(=O)c2ccccc2)C[C@@H]1C(=O)N[C@H]1CCCNC1)c1cc(-c2ccccc2)on1,0.1,CHEMBL 35
CHEMBL4758183,O=C1CCSC[C@@H](C(=O)Nc2cc(Cl)cc(Br)c2)N1,0.018,CHEMBL 35
CHEMBL4742127,O=C1CCSC[C@@H](C(=O)Nc2cc(Br)cc(Br)c2)N1,0.011,CHEMBL 35
CHEMBL4515874,O=C(C#Cc1ccccc1)NCCN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1,0.0016,CHEMBL 35
CHEMBL4522695,Cc1noc2ccc(Nc3n[nH]c4cccnc34)cc12,0.058,CHEMBL 35
CHEMBL4753164,Cc1nnc(-c2nc(C)n3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1,0.24,CHEMBL 35
CHEMBL4436187,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(F)F,0.013,CHEMBL 35
CHEMBL5202890,O=C(NC[C@@H](F)CO)c1cc(Nc2ccccc2F)c2cc(Br)ccc2n1,0.013,CHEMBL 35
CHEMBL5093999,O=C1NC2(CC2)COc2ncc(F)cc2[C@H]2CCCCN2c2ccn3ncc1c3n2,0.02,CHEMBL 35
CHEMBL4130208,O=S(=O)(CC1CC1)c1nnc(-c2cc(F)c(-c3cnc(Oc4ccccc4C(F)(F)F)c(Cl)c3)cc2F)[nH]1,0.0036,CHEMBL 35
CHEMBL4444341,C[C@@]1(c2ccc(F)cc2F)C[C@@H](c2cncnc2)SC(N)=N1,0.48,CHEMBL 35
CHEMBL4787268,c1cnc2c(Nc3ccc4c(-n5cccn5)nccc4c3)n[nH]c2c1,0.00046,CHEMBL 35
CHEMBL4800248,CCOC(=O)c1ccc(-n2c(/C=C3\OC(=O)c4c3cc(C)[nH]c4=O)ccc2CO)cc1,0.0156,CHEMBL 35
CHEMBL5172397,O=C(Nc1nc2cccc(C3CCC4(CC3)CN(C(=O)[C@@H]3CC3(F)F)C4)n2n1)C1CC1,0.26,CHEMBL 35
CHEMBL4761177,Nc1ncc(-c2cnc(C3CCNCC3)s2)cc1OCC1CCCCC1,0.18,CHEMBL 35
CHEMBL4785602,Nc1ncc(-c2cnc(C3CCNCC3)s2)cc1OC1CCCCC1,0.075,CHEMBL 35
CHEMBL4745453,COc1ncnn1-c1noc2c(F)c3c(cc12)CC1(C(=O)NC(=O)NC1=O)[C@H]1[C@H](C)O[C@H](C)CN31,0.13,CHEMBL 35
CHEMBL4650365,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,0.26,CHEMBL 35
CHEMBL4756792,CC(C)C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)N(C)C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCCNC(=N)N)NC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](NC(=O)CCCCC(=O)O)C(=O)O,0.0061,CHEMBL 35
CHEMBL4758871,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4CC5(COC5)C4)cc3)ccc21)N(O)C=O,0.06,CHEMBL 35
CHEMBL5080861,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3noc(C(C)(C)C)n3)n2)cn1,0.006,CHEMBL 35
CHEMBL4760458,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,0.026,CHEMBL 35
CHEMBL5083542,Cc1ncc(-c2ccc3nc(NC(=O)C4CC4)sc3c2)cc1NC(=O)OC1CCOCC1,0.018,CHEMBL 35
CHEMBL5087151,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,0.009,CHEMBL 35
CHEMBL5078176,Cc1ccc(NC(=O)c2cc(C(F)(F)F)cnn2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,0.06,CHEMBL 35
CHEMBL5083772,Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,0.1,CHEMBL 35
CHEMBL4076061,N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,0.02,CHEMBL 35
CHEMBL4207861,Cc1cc(C)c2cc(C(=O)NC3CN(c4ccnc(F)c4F)C3)ccc2n1,0.013,CHEMBL 35
CHEMBL5314924,Cc1ccc([C@H]2C[C@@H]2COc2cc(NCc3nnc(C)s3)nc(C)n2)nc1,0.082,CHEMBL 35
CHEMBL4636061,Cc1nc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cn2c1C,0.013,CHEMBL 35
CHEMBL5083833,Cc1cc(C)c2c(n1)sc1c(C3CCN(C(=O)C4(C)CC4)CC3)ncnc12,0.00017,CHEMBL 35
CHEMBL4632555,Cc1c2cc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)ccc2nn1C,0.042,CHEMBL 35
CHEMBL4635170,COc1cc(N2CC(NC(=O)c3cn4c(C)c(C)nc4cn3)C2)c(Cl)cn1,0.017,CHEMBL 35
CHEMBL5218950,Cc1nn(C)cc1S(=O)(=O)N1CCC(C(=O)Nc2ccc3scnc3c2)CC1,0.03,CHEMBL 35
CHEMBL4556685,CC(C)(C)Cc1nsc2cc(Nc3n[nH]c4cccnc34)cnc12,0.016,CHEMBL 35
CHEMBL4448852,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,0.0083,CHEMBL 35
CHEMBL4445828,COc1cc(-c2nnc(-c3cc(OC(F)(F)F)ccc3-n3cncn3)o2)ccc1OCC1CC1,0.038,CHEMBL 35
CHEMBL4447492,COc1nnc2ccc(N3CCC(c4ccc(CCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,0.02,CHEMBL 35
CHEMBL5085580,CC(O)c1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,0.044,CHEMBL 35
CHEMBL4456157,COc1cc(F)cc2c1nnc1c2c(-c2ccncc2C)nn1C,0.097,CHEMBL 35
CHEMBL4875744,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cc(C)ncn2)no1,0.046,CHEMBL 35
CHEMBL4457158,CCC(=O)c1sc(-c2ccc(Cl)cc2)c(C)c1-c1ccc(S(N)(=O)=O)cc1,0.0058,CHEMBL 35
CHEMBL4863510,Cc1nc(-c2ccc3c(c2)CCC3NC(=O)c2cnc(C)n2C)no1,0.089,CHEMBL 35
CHEMBL4859452,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cn[nH]c2)no1,0.2,CHEMBL 35
CHEMBL4859252,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2ccnnc2)no1,0.31,CHEMBL 35
CHEMBL4792152,Cc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1NC(=O)c1occc1C,0.012,CHEMBL 35
CHEMBL4568404,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5(C)CC5)c(NC5(C)CC5)nc34)[nH]c21,0.04,CHEMBL 35
CHEMBL4175981,CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21,0.1,CHEMBL 35
CHEMBL4164169,CCC(CC)n1c(=O)[nH]c2ncc(Br)nc21,0.013,CHEMBL 35
CHEMBL4169070,CCC(CC)n1c(=O)[nH]c2ncc(Cl)nc21,0.011,CHEMBL 35
CHEMBL3134098,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(Cl)c2NC1=O,0.03,CHEMBL 35
CHEMBL4562895,CCS(=O)(=O)c1ccc([C@@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.17,CHEMBL 35
CHEMBL4851322,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2ocnc2C)no1,0.051,CHEMBL 35
CHEMBL4878039,Cn1cncc1-c1cc(F)ccc1CN1CCP(=O)(O)[C@](CCCCN)(C(=O)O)C1,0.89,CHEMBL 35
CHEMBL4758823,CC1(C)C(=O)Nc2nc(-n3nc(CCC(F)(F)F)c4cc(Cl)ccc43)nc(N)c21,0.006,CHEMBL 35
CHEMBL4787053,Cc1ccoc1C(=O)Nc1cc(F)c(N2C(=O)c3cccc(Cl)c3C2=O)c(F)c1F,0.012,CHEMBL 35
CHEMBL4799770,CCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.0022,CHEMBL 35
CHEMBL4798957,Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1,0.0949,CHEMBL 35
CHEMBL4205817,Cc1csc(NC(=O)c2cc(C(F)(F)c3cncnc3)cc3cccnc23)n1,0.015,CHEMBL 35
CHEMBL5204021,Cn1ccnc1SC[C@H]1CCN(S(=O)(=O)c2ccc3c(c2)CCO3)C[C@@H]1F,0.0006,CHEMBL 35
CHEMBL4279883,CNc1cc(Nc2cc(F)cc(F)c2OC)nn2c(C(=O)NC[C@](C)(O)CO)cnc12,0.31,CHEMBL 35
CHEMBL4643061,Cc1[nH]nc2[nH]c(=O)cc([C@H]3C[C@H]4C[C@@H]3C[C@@H]4CC#N)c12,0.22,CHEMBL 35
CHEMBL4763849,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cccnc1,0.36,CHEMBL 35
CHEMBL4515388,Cn1nc(C(=O)NCCN2CCOCC2)cc1-c1cc2ccccc2[nH]1,0.176,CHEMBL 35
CHEMBL4470092,Oc1ccc(-c2cc(-c3ccccc3Cl)nc3c2Cc2c(O)cccc2-3)cc1,1,CHEMBL 35
CHEMBL4746566,CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,0.000005,CHEMBL 35
CHEMBL3954802,CC(C)Oc1ccc(/N=c2\[nH]c(=O)n(CCCC(=O)O)c(=O)n2Cc2ccc(Cl)cc2)cc1Cl,0.002,CHEMBL 35
CHEMBL5082905,CC(C)Oc1ccc(/N=c2\[nH]c(=O)n(C[C@@H](O)CO)c(=O)n2Cc2ccc(Cl)cc2)cc1Cl,0.001,CHEMBL 35
CHEMBL4750179,Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(Cl)c4)n2CCO3)ccn1,0.0337,CHEMBL 35
CHEMBL4786316,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(CN(C)C)cn4)n3)cc12,0.03,CHEMBL 35
CHEMBL5170489,Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@@H]1CNC[C@H]1F)c(=O)n2C,0.16,CHEMBL 35
CHEMBL4778333,CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21,0.1791,CHEMBL 35
CHEMBL4297600,NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,0.5,CHEMBL 35
CHEMBL4854268,CNC(=O)c1cccc(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,0.27,CHEMBL 35
CHEMBL4465123,CC1(C)N=C(C2CCCCC2)c2ccc(C#N)cc2N(c2ccc(NCCNC3CCOCC3)cc2)C1=O,0.029,CHEMBL 35
CHEMBL4537447,Cn1cnc(-c2ccc(O[C@H]3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)C[C@@H]3F)c(C(N)=O)c2)c1,0.0645,CHEMBL 35
CHEMBL4545779,CC(=O)NS(=O)(=O)c1ccc(Oc2ccc(F)c(Cl)c2)c(C(F)(F)F)c1,0.00426,CHEMBL 35
CHEMBL4546545,Cc1ccc(CC(C)(C)NC[C@@H](O)CO[C@H](C)c2ccccc2-c2ccc(C(=O)O)c(C)c2)cc1F,0.00353,CHEMBL 35
CHEMBL4462803,N#Cc1ccc2ncn(C[C@H]3CCC[C@]4(C3)CN(c3ccc(F)cc3)C(=O)O4)c2c1,0.065,CHEMBL 35
CHEMBL4753189,CC(C)Oc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,0.005,CHEMBL 35
CHEMBL4745777,N#Cc1cnc2c(N3CCOCC3)cccc2c1N1CCN(c2ccccc2F)CC1,0.01,CHEMBL 35
CHEMBL4543522,Cc1nnc2sc(C(=O)c3ccccc3)c(N)c2c1C,0.005,CHEMBL 35
CHEMBL1581020,Cc1cc(C)c2c(N)c(C(=O)c3ccccc3)sc2n1,0.005,CHEMBL 35
CHEMBL4525501,Cc1cc(C)c2c(N)c(C(=O)c3ccc(O)cc3)sc2n1,0.005,CHEMBL 35
CHEMBL3358158,Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(C(F)(F)F)ccc3o2)NC(=O)NC1=O,0.143,CHEMBL 35
CHEMBL4205936,CC(C)c1cc2cccc(-c3nnc(C4CCN(CC5CCOCC5)CC4)o3)n2n1,0.17,CHEMBL 35
CHEMBL5070835,O=C1NC2(CC2)COc2ncc(F)cc2[C@H]2CNCCN2c2ccn3ncc1c3n2,0.3,CHEMBL 35
CHEMBL5088392,CCNC(=O)N1C[C@H]2[C@H](C)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@@H]3[C@@H](C)OC(=O)[C@@]32C1,0.06,CHEMBL 35
CHEMBL5188786,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1ccc(CN2CCN(CC(C)C)CC2=O)c(C)c1,0.169,CHEMBL 35
CHEMBL4541942,Cc1ccc(OCc2cc3nc(C(N)=O)cc(-c4ccc(F)cc4)c3s2)cn1,0.02,CHEMBL 35
CHEMBL4565738,Cc1nnc2sc(C(=O)c3ccncc3)c(N)c2c1C,0.005,CHEMBL 35
CHEMBL4573723,Cc1cc(C)c2c(N)c(C(=O)c3ccc(F)c(Cl)c3)sc2n1,0.005,CHEMBL 35
CHEMBL4581976,Cc1nnc2sc(C(=O)c3ccc(F)cc3F)c(N)c2c1C,0.005,CHEMBL 35
CHEMBL4459971,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,0.17,CHEMBL 35
CHEMBL3927485,COc1cc2nc(-c3nc(C(F)(F)F)sc3N3CCN(C(=O)Cn4cnc5cccnc54)[C@H](C)C3)[nH]c2cc1OC,0.042,CHEMBL 35
CHEMBL4874580,Cn1cc2c(-c3cc(F)c(CN4Cc5cnn(CC6CCCO6)c5C4=O)c(F)c3)cccc2n1,0.027,CHEMBL 35
CHEMBL4847801,Cn1cc2cc(-c3ccc(CN4Cc5ncsc5C4=O)c(F)c3)ccc2n1,0.04,CHEMBL 35
CHEMBL4575990,NC(=O)c1cc(-c2ccc(F)cc2)n2nc(CCc3ccnc(C(F)(F)F)c3)cc2n1,0.04,CHEMBL 35
CHEMBL5193591,CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)c1=O,0.28,CHEMBL 35
CHEMBL4549613,CC(C)(C)CN1C[C@@]2(CCC[C@H](Cn3cnc4ccc(C#N)cc43)C2)OC1=O,0.32,CHEMBL 35
CHEMBL4867649,COc1cc(NC(=O)[C@H](N)CC(C)C)ccc1-c1cn[nH]c1,0.1,CHEMBL 35
CHEMBL4850429,C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,0.0022,CHEMBL 35
CHEMBL5272415,CCc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1,0.045,CHEMBL 35
CHEMBL4866953,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2nnn(C)n2)no1,0.11,CHEMBL 35
CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,0.0000302,CHEMBL 35
CHEMBL4637222,Cc1cc(C)c(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0.01,CHEMBL 35
CHEMBL4587596,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C,0.017,CHEMBL 35
CHEMBL3687538,COc1cc(C(F)(F)F)ccc1-c1ncnc2cc(S(=O)(=O)Nc3nccs3)ccc12,0.016,CHEMBL 35
CHEMBL1496,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,0.000421,CHEMBL 35
CHEMBL4647543,CCS(=O)(=O)N1CC(Oc2cncc(N3C(=O)c4ccc(Cl)cc4C3(C)C)c2)C1,0.052,CHEMBL 35
CHEMBL4591500,COc1nnc2ccc(N3CCC(c4ccc(OCCN5[C@H](C)CN(C(C)=O)C[C@@H]5C)cc4)CC3)nn12,0.06,CHEMBL 35
CHEMBL4451827,Cc1noc2ccc(Nc3n[nH]c4nccnc34)cc12,0.064,CHEMBL 35
CHEMBL4582128,Cc1noc2c(F)cc(Nc3n[nH]c4ncccc34)cc12,0.033,CHEMBL 35
CHEMBL4436346,CC(C)(C)Cc1noc2cc(Nc3n[nH]c4nccnc34)ccc12,0.023,CHEMBL 35
CHEMBL4552309,CCC(CC)c1noc2cc(Nc3n[nH]c4cccnc34)ccc12,0.019,CHEMBL 35
CHEMBL4878564,Cc1ccc(C2=C(c3nnn[nH]3)C(=O)N[C@@](c3ccc(OCCCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,0.006,CHEMBL 35
CHEMBL4877371,COc1cc(NC(=O)[C@H](N)CC(C)C)ccc1-c1cnco1,0.023,CHEMBL 35
CHEMBL4878233,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2ccnc(C)c2)no1,0.021,CHEMBL 35
CHEMBL3682622,Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,0.001,CHEMBL 35
CHEMBL4241489,Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4ncccc34)cc21,0.031,CHEMBL 35
CHEMBL4744634,N#Cc1cnc2c(OC3CCOC3)cccc2c1N1CCN(c2ccccc2F)CC1,0.03,CHEMBL 35
CHEMBL4871106,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,0.05,CHEMBL 35
CHEMBL4848552,Cc1nc(-c2ccc3c(c2)CCC3NC(=O)c2ccccc2)no1,0.043,CHEMBL 35
CHEMBL4853601,Cc1cc(C(=O)NC2CCc3cc(-c4noc(C)n4)ccc32)ccn1,0.097,CHEMBL 35
CHEMBL4870462,Cc1nc(-c2ccc3c(c2)CCC3NC(=O)c2oncc2C)no1,0.064,CHEMBL 35
CHEMBL4847050,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,0.095,CHEMBL 35
CHEMBL4205726,C[C@H](Oc1ccc(C#N)cc1C(=O)N1Cc2cn(-c3cncc(F)c3)nc2C1)C(F)(F)F,0.104,CHEMBL 35
CHEMBL4110005,C[C@H](c1nc2cnc(N3CCC[C@@H](C(=O)N4CCCC4)C3)nc2[nH]1)n1cc(Cl)cn1,0.186,CHEMBL 35
CHEMBL4754102,COc1cccc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,0.032,CHEMBL 35
